"id","name","type","combination_number","created_by","updated_by","deleted_by","created_at","updated_at","deleted_at"
"261","Penjual keliling","4D","0207-2207","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"262","Tunangan","4D","0208-2208","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"263","Hakim Perempuan","4D","0209-2209","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"264","Langganan","4D","0210-2210","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"265","Pekerja Kantor Bursa","4D","0211-2211","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"266","Hantu Penghisap darah","4D","0212-2212","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"267","Orang Philipina","4D","0213-2213","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"268","Anak Yatim","4D","0214-2214","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"269","Pembersih Cermin","4D","0215-2215","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"270","Penjinak Binatang (Pawang","4D","0216-2216","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"271","Ahli Makeup","4D","0217-2217","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"272","Tukang Sihir","4D","0218-2218","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"273","Cewek Penjual Lotre","4D","0219-2219","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"274","Buruh Tambang","4D","0220-2220","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"275","Penari","4D","0221-2221","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"276","Mak Comblang","4D","0222-2222","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"277","Bayi","4D","0223-2223","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"278","Robot","4D","0226-2226","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"279","Orang Pakistan","4D","0227-2227","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"280","Pelatih","4D","0228-2228","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"281","Rahib Perempuan","4D","0229-2229","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"282","Adik Angkat","4D","0230-2230","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"283","Penghisap Ganja","4D","0231-2231","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"284","Tukang Parkir","4D","0232-2232","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"285","Juru Rawat Persalinan","4D","0233-2233","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"286","Pemahat","4D","0234-2234","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"287","Murid Laki Laki","4D","0236-2236","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"288","Tukang Kedai","4D","0237-2237","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"289","Pegawai Kesehatan","4D","0238-2238","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"290","Agen Perumahan","4D","0239-2239","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"291","Penyanyi Perempuan","4D","0240-2240","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"292","Pembicara","4D","0241-2241","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"293","Peramal Perempuan","4D","0242-2242","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"294","Babu","4D","0243-2243","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"295","Emak Mertua","4D","0244-2244","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"296","Pekerja Asuransi","4D","0245-2245","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"297","Aktris","4D","0246-2246","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"298","Tukang Kredit Uang","4D","0247-2247","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"299","Resepsionis","4D","0248-2248","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"300","Penjaga Stok","4D","0249-2249","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"301","Abang Angkat","4D","0250-2250","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"302","Orang Portugis","4D","0251-2251","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"303","Orang Jerman","4D","0252-2252","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"304","Orang Inggris","4D","0253-2253","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"305","Juri","4D","0254-2254","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"306","Blacklist","4D","0255-2255","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"307","Hostes","4D","0256-2256","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"308","Hippie","4D","0257-2257","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"309","Orang Asing","4D","0258-2258","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"310","Kakak Angkat","4D","0259-2259","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"311","Aktor","4D","0260-2260","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"312","Pramuka Putri","4D","0261-2261","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"313","Orang Thailand","4D","0262-2262","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"314","Pemandu Kapal Laut","4D","0263-2263","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"315","Orang Italy","4D","0266-2266","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"316","Pak Guru","4D","0267-2267","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"317","Istri","4D","0268-2268","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"318","Pasukan Pemadam Kebakaran","4D","0269-2269","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"319","Hartawan","4D","0270-2270","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"320","Orang Eropa","4D","0271-2271","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"321","Kepala Sekolah","4D","0272-2272","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"322","Penjamin","4D","0273-2273","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"323","Ahli Tata Rambut","4D","0274-2274","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"324","Dokter","4D","0275-2275","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"325","Senator","4D","0276-2276","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"326","Gundik","4D","0277-2277","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"327","Pelayan Kedai Kopi","4D","0278-2278","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"328","Orang Buntung","4D","0279-2279","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"329","Petinju","4D","0280-2280","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"330","Boss","4D","0281-2281","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"331","Ahli","4D","0282-2282","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"332","Wartawan","4D","0283-2283","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"333","Perempuan Penjual Buah","4D","0284-2284","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"334","Hakim Laki Laki","4D","0287-2287","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"335","Pragawati","4D","0288-2288","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"336","Jangkung","4D","0289-2289","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"337","Ahli Kimia","4D","0290-2290","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"338","Adik Angkat","4D","0291-2291","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"339","Perempuan Karyawan Pabrik","4D","0292-2292","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"340","Tante Cerewet","4D","0293-2293","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"341","Pemandu","4D","0294-2294","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"342","Pengajar","4D","0295-2295","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"343","Mando Kepala","4D","0296-2296","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"344","Tukang Kebun","4D","0297-2297","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"345","Penjual Mi Goreng","4D","0298-2298","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"346","Mak Comblang","4D","0299-2299","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"347","Hari Lahir Raja","4D","0300-2300","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"348","Hari Lahir Abang","4D","0301-2301","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"349","Natal","4D","0302-2302","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"350","Pesta Rembulan","4D","0303-2303","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"351","Hari Si Bodoh","4D","0304-2304","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"352","Hari Jadi Dewi","4D","0305-2305","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"353","Hari Pahlawan","4D","0306-2306","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"354","Kawin Adat India","4D","0307-2307","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"355","Hari Raya See Fu","4D","0308-2308","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"356","Hari Jadi Teman Sekerja","4D","0309-2309","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"357","Hari Bapak","4D","0310-2310","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"358","Hari Jadi Kekasih Laki-Laki","4D","0311-2311","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"359","Thaipusan","4D","0314-2314","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"360","Pertunangan Teman","4D","0315-2315","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"361","Festival Orang Melayu","4D","0316-2316","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"362","Hari Guru","4D","0317-2317","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"363","Hari Kawin","4D","0318-2318","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"364","Hari RAya Puasa Orang Melayu","4D","0319-2319","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"365","Hari Ibu","4D","0320-2320","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"366","Hari Pria","4D","0321-2321","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"367","Pesta Hindu","4D","0322-2322","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"368","Hari Jadi Pak Mertua","4D","0323-2323","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"369","Hari Libur Sekolah","4D","0324-2324","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"370","Hari Jadi Agung","4D","0325-2325","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"371","Kawin Emas","4D","0326-2326","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"372","Hari Peringatan","4D","0327-2327","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"373","Tahun Baru Orang Punyab","4D","0328-2328","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"374","Hari Pesta Bulan Mei (Kuf Cang)","4D","0329-2329","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"375","Hari Buruh","4D","0330-2330","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"376","Tahun Baru India","4D","0331-2331","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"377","Gendong Bayi","4D","8678-8128","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"378","Cheng Beng","4D","0334-2334","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"379","Tiong Ciu","4D","0335-2335","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"380","Hari Lahir Kekasih Cewek","4D","0336-2336","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"381","Kawin Adat Melayu","4D","0337-2337","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"382","Cap Go Meh","4D","0338-2338","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"383","Hari Pacuan Kuda","4D","0339-2339","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"384","Hari PBB","4D","0340-2340","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"385","Hari Jadi Dewi","4D","0341-2341","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"386","Perkawinan Lain Bangsa","4D","0342-2342","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"387","Hari Raya Shin Shi","4D","0343-2343","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"388","Hari Undi","4D","0344-2344","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"389","Hari Puasa","4D","0345-2345","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"390","Hari Kanak Kanak","4D","0346-2346","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"391","Bank Tutup","4D","0349-2349","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"392","Hari Paskah","4D","0350-2350","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"393","Hari Waisak","4D","0351-2351","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"394","Kantor Pos","4D","0352-2352","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"395","Rumah Sakit","4D","0353-2353","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"396","Kasino","4D","0354-2354","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"397","Pabrik Lampu","4D","0355-2355","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"398","Pasar","4D","0356-2356","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"399","Bangunan Tinngi","4D","0357-2357","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"400","Museum","4D","0358-2358","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"401","Pabrik Kantong Plastik","4D","0359-2359","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"402","Hari Jadi Tai Pak Kung","4D","0360-2360","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"403","Kantor Pemerintah","4D","0361-2361","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"404","Menara","4D","0362-2362","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"405","Kantor Polisi","4D","0363-2363","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"406","Pabrik Elektro","4D","0364-2364","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"407","Pegadaian","4D","0365-2365","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"408","Pabrik Permen","4D","0366-2366","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"409","Rumah Berteras","4D","0367-2367","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"410","Pabrik Tinta","4D","0368-2368","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"411","Hari Tepekong Dapur","4D","0371-2371","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"412","Pulau","4D","0372-2372","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"413","Gereja Saimese","4D","0373-2373","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"414","Depot Minyak","4D","0374-2374","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"415","Stasiun Minyak","4D","0375-2375","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"416","Pertambangan Emas","4D","0376-2376","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"417","Kebun Binatang","4D","0377-2377","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"418","Panti Piatu","4D","0378-2378","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"419","Panti Orang Buta","4D","0379-2379","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"420","Hotel","4D","0380-2380","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"421","Tahun Baru Belanda","4D","0381-2381","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"422","Penjara","4D","0382-2382","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"423","Makam Ganjil","4D","0383-2383","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"424","Club","4D","0384-2384","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"425","Bungalow","4D","0385-2385","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"426","Rumah Setengah Terpisah","4D","0386-2386","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"427","Pos Polisi","4D","0387-2387","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"428","Panti Jompo","4D","0388-2388","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"429","Kantor PLN","4D","0389-2389","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"430","Hari Kemerdekaan","4D","0390-2390","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"431","Sekolah","4D","0391-2391","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"432","Kebun Bunga","4D","0392-2392","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"433","Pabrik Rokok","4D","0393-2393","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"434","WC LAki Laki","4D","0394-2394","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"435","Mesjid","4D","0397-2397","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"436","Pondok Ganjil","4D","0398-2398","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"437","Halte Bus","4D","0399-2399","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"438","Rumah Adat","4D","0400-2400","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"439","Stasiun KA","4D","0401-2401","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"440","Rumah Deret Dua Tingkat","4D","0402-2402","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"441","Panti Orang Buta","4D","0403-2403","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"442","Kandabg Ayam","4D","0404-2404","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"443","Tempat Peristirahatan","4D","0405-2405","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"444","Jendela","4D","0406-2406","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"445","Pentas","4D","0407-2407","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"446","Panti Rehab Narkotika","4D","0408-2408","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"447","Pabrik Kaleng","4D","0409-2409","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"448","Hotel","4D","0410-2410","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"449","Pabrik Karet","4D","0411-2411","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"450","Gudang Rokok","4D","0412-2412","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"451","Pabrik Kain","4D","0413-2413","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"452","Kantor Telkom","4D","0414-2414","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"453","Pabrik Kaos","4D","0415-2415","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"454","Makam","4D","0416-2416","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"455","Rumah Sakit Gila","4D","0417-2417","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"456","Pabrik Hio","4D","0418-2418","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"457","Panti Cacat","4D","0419-2419","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"458","Aquarium","4D","0420-2420","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"459","Pabrik Gas","4D","0421-2421","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"460","Simpang Empat","4D","0422-2422","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"461","WC Wanita","4D","0423-2423","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"462","Perusahaan Angkutan","4D","0424-2424","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"463","Kandang Kerbau","4D","0425-2425","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"464","Melempar Sapi","4D","3195-7167","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"465","Panti Piatu","4D","0426-2426","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"466","Kantor Koran","4D","0427-2427","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"467","Museum","4D","0428-2428","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"468","Rumah Rehabilitasi","4D","0429-2429","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"469","Kurungan Harimau","4D","0430-2430","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"470","Pohon Keramat","4D","0431-2431","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"471","Putaran","4D","0432-2432","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"472","Pagar Itik","4D","0433-2433","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"473","Kandang Burung Dara","4D","0434-2434","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"474","Kawasan Hutan","4D","0435-2435","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"475","Kandang Anjing","4D","0436-2436","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"476","Rumah Atap","4D","0437-2437","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"477","Toko Peti Mati","4D","0438-2438","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"478","Dewa Bumi","4D","0439-2439","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"479","Pabrik Mobil","4D","0440-2440","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"480","Kuil","4D","0441-2441","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"481","Bilik Keselamatan","4D","0442-2442","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"482","Anak Anjing","4D","2400-5271","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"483","Mobil Beriringan","4D","1010-3459","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"484","Keraton","4D","0443-2443","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"485","Bank","4D","0444-2444","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"486","Toko Ban","4D","0445-2445","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"487","Lapangan Udara","4D","0446-2446","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"488","Kolam Renang","4D","0447-2447","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"489","Pabrik","4D","0448-2448","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"490","Pabrik Sabun","4D","0449-2449","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"491","Burung Sri Gunting","4D","0450-2450","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"492","Kuda","4D","0451-2451","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"493","Zebra","4D","0452-2452","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"494","Babi","4D","0453-2453","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"495","Kerbau","4D","0454-2454","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"496","Beruang","4D","0455-2455","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"497","Anjing","4D","0456-2456","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"498","Jerapah","4D","0457-2457","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"499","Ketam (Kepiting)","4D","0458-2458","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"500","Semut","4D","0459-2459","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"501","Lalat","4D","0460-2460","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"502","Ikan","4D","0461-2461","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"503","Kelabang","4D","0462-2462","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"504","Kucing","4D","0463-2463","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"505","Ayam","4D","0464-2464","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"506","Nyamuk","4D","0465-2465","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"507","Mepati","4D","0466-2466","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"508","Gajah","4D","0467-2467","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"509","Ikan Mas","4D","0468-2468","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"510","Ular","4D","0469-2469","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"511","Kanguru","4D","0470-2470","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"512","Monyet","4D","0471-2471","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"513","Tikus","4D","0472-2472","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"514","Kelelawar","4D","0473-2473","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"515","Harimau","4D","0474-2474","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"516","Keldai","4D","0475-2475","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"517","Burung","4D","0476-2476","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"518","Gorilla","4D","0477-2477","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"519","Merak","4D","0478-2478","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"520","gagak","4D","0479-2479","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"521","Udang","4D","0480-2480","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"522","Macan Tutul","4D","0481-2481","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"523","Cecak","4D","0482-2482","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"524","Katak","4D","0483-2483","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"525","Kambing","4D","0484-2484","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
